48
0 2
4 2
7 2
11 2
12 2
15 2
19 2
22 2
24 2
28 2
31 2
35 2
36 2
39 2
43 2
46 2
48 2
52 2
55 2
59 2
60 2
63 2
67 2
70 2
120 3
124 3
127 3
131 3
132 3
135 3
139 3
142 3
144 3
148 3
151 3
155 3
156 3
159 3
163 3
166 3
168 3
172 3
175 3
179 3
180 3
183 3
187 3
190 3
